ID	Type	Title	Remark	BaguaFlag	SpecialOpStr	SpecialOpDesc	BangdingFlag	BatchNum	LimitTaskValue_0	LimitTaskValue_1	CostTaskValue_0	LimitDesc	CostItem_0	CostItem_1	CostItem_2	CostItem_3	CostItem_4	CostVMoney_0	CostVMoney_1	CostVMoney_2	StatKey
30565	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮净衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3078;1	2;95;204;5				1;3000000			
30566	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮净衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3079;1	2;95;204;5				1;3000000			
30567	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮净衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3080;1	2;95;204;5				1;3000000			
30568	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮净衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3081;1	2;95;204;5				1;3000000			
30569	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮污衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3082;1	2;95;204;5				1;3000000			
30570	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮污衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3083;1	2;95;204;5				1;3000000			
30571	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮污衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3084;1	2;95;204;5				1;3000000			
30572	1	N﹏g c蕄 trang b?H筼 Nguy謙	丐帮污衣皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3085;1	2;95;204;5				1;3000000			
30573	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当道家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3086;1	2;95;204;5				1;3000000			
30574	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当道家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3087;1	2;95;204;5				1;3000000			
30575	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当道家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3088;1	2;95;204;5				1;3000000			
30576	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当道家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3089;1	2;95;204;5				1;3000000			
30577	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当俗家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3090;1	2;95;204;5				1;3000000			
30578	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当俗家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3091;1	2;95;204;5				1;3000000			
30579	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当俗家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3092;1	2;95;204;5				1;3000000			
30580	1	N﹏g c蕄 trang b?H筼 Nguy謙	武当俗家皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3093;1	2;95;204;5				1;3000000			
30581	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门枪骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3094;1	2;95;204;5				1;3000000			
30582	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门枪骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3095;1	2;95;204;5				1;3000000			
30583	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门枪骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3096;1	2;95;204;5				1;3000000			
30584	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门枪骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3097;1	2;95;204;5				1;3000000			
30585	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门弓骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3098;1	2;95;204;5				1;3000000			
30586	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门弓骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3099;1	2;95;204;5				1;3000000			
30587	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门弓骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3100;1	2;95;204;5				1;3000000			
30588	1	N﹏g c蕄 trang b?H筼 Nguy謙	杨门弓骑皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3101;1	2;95;204;5				1;3000000			
30589	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒邪侠皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3102;1	2;95;204;5				1;3000000			
30590	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒邪侠皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3103;1	2;95;204;5				1;3000000			
30591	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒邪侠皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3104;1	2;95;204;5				1;3000000			
30592	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒邪侠皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3105;1	2;95;204;5				1;3000000			
30593	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒蛊师皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3106;1	2;95;204;5				1;3000000			
30594	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒蛊师皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3107;1	2;95;204;5				1;3000000			
30595	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒蛊师皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3108;1	2;95;204;5				1;3000000			
30596	1	N﹏g c蕄 trang b?H筼 Nguy謙	五毒蛊师皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3109;1	2;95;204;5				1;3000000			
30597	1	N﹏g c蕄 trang b?H筼 Nguy謙	昆仑天师皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3110;1	2;95;204;5				1;3000000			
30598	1	N﹏g c蕄 trang b?H筼 Nguy謙	昆仑天师皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3111;1	2;95;204;5				1;3000000			
30599	1	N﹏g c蕄 trang b?H筼 Nguy謙	翠烟舞仙皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3124;1	2;95;204;5				1;3000000			
30600	1	N﹏g c蕄 trang b?H筼 Nguy謙	翠烟舞仙皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3125;1	2;95;204;5				1;3000000			
30601	1	N﹏g c蕄 trang b?H筼 Nguy謙	翠烟灵女皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3126;1	2;95;204;5				1;3000000			
30602	1	N﹏g c蕄 trang b?H筼 Nguy謙	翠烟灵女皓月裤+5个天罡令升级至耀阳装备		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"							0;101;3127;1	2;95;204;5				1;3000000			
30603	1	N﹏g c蕄 v?kh?H筼 Nguy謙	少林俗家皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8972;1	2;95;204;8				1;4500000			
30604	1	N﹏g c蕄 v?kh?H筼 Nguy謙	少林禅宗皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8973;1	2;95;204;8				1;4500000			
30605	1	N﹏g c蕄 v?kh?H筼 Nguy謙	少林武僧皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;8;8974;1	2;95;204;8				1;4500000			
30606	1	N﹏g c蕄 v?kh?H筼 Nguy謙	唐门皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;1;8975;1	2;95;204;8				1;4500000			
30607	1	N﹏g c蕄 v?kh?H筼 Nguy謙	峨嵋佛家皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8976;1	2;95;204;8				1;4500000			
30608	1	N﹏g c蕄 v?kh?H筼 Nguy謙	峨嵋俗家皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;10;8977;1	2;95;204;8				1;4500000			
30609	1	N﹏g c蕄 v?kh?H筼 Nguy謙	丐帮净衣皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8978;1	2;95;204;8				1;4500000			
30610	1	N﹏g c蕄 v?kh?H筼 Nguy謙	丐帮污衣皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;5;8979;1	2;95;204;8				1;4500000			
30611	1	N﹏g c蕄 v?kh?H筼 Nguy謙	武当道家皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8980;1	2;95;204;8				1;4500000			
30612	1	N﹏g c蕄 v?kh?H筼 Nguy謙	武当俗家皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8981;1	2;95;204;8				1;4500000			
30613	1	N﹏g c蕄 v?kh?H筼 Nguy謙	杨门枪骑皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;6;8982;1	2;95;204;8				1;4500000			
30614	1	N﹏g c蕄 v?kh?H筼 Nguy謙	杨门弓骑皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;4;8983;1	2;95;204;8				1;4500000			
30615	1	N﹏g c蕄 v?kh?H筼 Nguy謙	五毒邪侠皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;7;8984;1	2;95;204;8				1;4500000			
30616	1	N﹏g c蕄 v?kh?H筼 Nguy謙	五毒蛊师皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8985;1	2;95;204;8				1;4500000			
30617	1	N﹏g c蕄 v?kh?H筼 Nguy謙	昆仑天师皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8986;1	2;95;204;8				1;4500000			
30618	1	N﹏g c蕄 v?kh?H筼 Nguy謙	翠烟舞仙皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;13;8990;1	2;95;204;8				1;4500000			
30619	1	N﹏g c蕄 v?kh?H筼 Nguy謙	翠烟灵女皓月武器+8个天罡令升级至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;12;8991;1	2;95;204;8				1;4500000			
30620	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月乌麟戒指+5个天罡令升级至耀阳乌麟戒指				1						0;102;3175;1	2;95;204;5				1;3000000			
30621	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月紫蛟戒指+5个天罡令升级至耀阳紫蛟戒指				1						0;102;3177;1	2;95;204;5				1;3000000			
30622	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月云虎戒指+5个天罡令升级至耀阳云虎戒指				1						0;102;3179;1	2;95;204;5				1;3000000			
30623	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月赤雀戒指+5个天罡令升级至耀阳赤雀戒指				1						0;102;3181;1	2;95;204;5				1;3000000			
30624	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月碧龟戒指+5个天罡令升级至耀阳碧龟戒指				1						0;102;3183;1	2;95;204;5				1;3000000			
30625	1	N﹏g c蕄 v?kh?H筼 Nguy謙	少林俗家皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8972;1	2;1;30438;800							
30626	1	N﹏g c蕄 v?kh?H筼 Nguy謙	少林禅宗皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8973;1	2;1;30438;800							
30627	1	N﹏g c蕄 v?kh?H筼 Nguy謙	少林武僧皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;8;8974;1	2;1;30438;800							
30628	1	N﹏g c蕄 v?kh?H筼 Nguy謙	唐门皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;1;8975;1	2;1;30438;800							
30629	1	N﹏g c蕄 v?kh?H筼 Nguy謙	峨嵋佛家皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8976;1	2;1;30438;800							
30630	1	N﹏g c蕄 v?kh?H筼 Nguy謙	峨嵋俗家皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;10;8977;1	2;1;30438;800							
30631	1	N﹏g c蕄 v?kh?H筼 Nguy謙	丐帮净衣皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8978;1	2;1;30438;800							
30632	1	N﹏g c蕄 v?kh?H筼 Nguy謙	丐帮污衣皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;5;8979;1	2;1;30438;800							
30633	1	N﹏g c蕄 v?kh?H筼 Nguy謙	武当道家皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8980;1	2;1;30438;800							
30634	1	N﹏g c蕄 v?kh?H筼 Nguy謙	武当俗家皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8981;1	2;1;30438;800							
30635	1	N﹏g c蕄 v?kh?H筼 Nguy謙	杨门枪骑皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;6;8982;1	2;1;30438;800							
30636	1	N﹏g c蕄 v?kh?H筼 Nguy謙	杨门弓骑皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;4;8983;1	2;1;30438;800							
30637	1	N﹏g c蕄 v?kh?H筼 Nguy謙	五毒邪侠皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;7;8984;1	2;1;30438;800							
30638	1	N﹏g c蕄 v?kh?H筼 Nguy謙	五毒蛊师皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8985;1	2;1;30438;800							
30639	1	N﹏g c蕄 v?kh?H筼 Nguy謙	昆仑天师皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8986;1	2;1;30438;800							
30640	1	N﹏g c蕄 v?kh?H筼 Nguy謙	翠烟舞仙皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;13;8990;1	2;1;30438;800							
30641	1	N﹏g c蕄 v?kh?H筼 Nguy謙	翠烟灵女皓月武器+800个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;12;8991;1	2;1;30438;800							
30642	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	少林俗家九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8932;1	2;1;30438;600							
30643	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	少林禅宗九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8933;1	2;1;30438;600							
30644	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	少林武僧九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;8;8934;1	2;1;30438;600							
30645	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	唐门九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;1;8935;1	2;1;30438;600							
30646	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	峨嵋佛家九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8936;1	2;1;30438;600							
30647	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	峨嵋俗家九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;10;8937;1	2;1;30438;600							
30648	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	丐帮净衣九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8938;1	2;1;30438;600							
30649	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	丐帮污衣九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;5;8939;1	2;1;30438;600							
30650	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	武当道家九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8940;1	2;1;30438;600							
30651	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	武当俗家九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8941;1	2;1;30438;600							
30652	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	杨门枪骑九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;6;8942;1	2;1;30438;600							
30653	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	杨门弓骑九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;4;8943;1	2;1;30438;600							
30654	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	五毒邪侠九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;7;8944;1	2;1;30438;600							
30655	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	五毒蛊师九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8945;1	2;1;30438;600							
30656	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	昆仑天师九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8946;1	2;1;30438;600							
30657	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	翠烟舞仙九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;13;8950;1	2;1;30438;600							
30658	1	N﹏g c蕄 v?kh?C鰑 Ch﹗	翠烟灵女九州武器+600个金纹虎符至耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;12;8951;1	2;1;30438;600							
30659	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月乌麟戒指+450个金纹虎符升级至耀阳乌麟戒指				1						0;102;3175;1	2;1;30438;450							
30660	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月紫蛟戒指+450个金纹虎符升级至耀阳紫蛟戒指				1						0;102;3177;1	2;1;30438;450							
30661	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月云虎戒指+450个金纹虎符升级至耀阳云虎戒指				1						0;102;3179;1	2;1;30438;450							
30662	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月赤雀戒指+450个金纹虎符升级至耀阳赤雀戒指				1						0;102;3181;1	2;1;30438;450							
30663	1	N﹏g c蕄 H筼 Nguy謙 Gi韎 Ch?皓月碧龟戒指+450个金纹虎符升级至耀阳碧龟戒指				1						0;102;3183;1	2;1;30438;450							
30664	1	N﹏g c蕄 Thi誹 L﹎ T鬰 Gia C鰑 Ch﹗ Gi韎 Ch?九州之凝玉土环+350个金纹虎符升级为耀阳之碧龟项链				1						0;102;3135;1	2;1;30438;350							
30665	1	N﹏g c蕄 Thi誹 L﹎ T鬰 Gia C鰑 Ch﹗ Gi韎 Ch?九州之玄石金玉+350个金纹虎符升级为耀阳之乌麟宝戒				1						0;102;3136;1	2;1;30438;350							
30666	1	N﹏g c蕄 Thi誹 L﹎ Thi襫 T╪g C鰑 Ch﹗ Gi韎 Ch?九州之凝玉土环+350个金纹虎符升级为耀阳之碧龟项链				1						0;102;3137;1	2;1;30438;350							
30667	1	N﹏g c蕄 Thi誹 L﹎ Thi襫 T╪g C鰑 Ch﹗ Gi韎 Ch?九州之月华水佩+350个金纹虎符升级为耀阳之云虎令牌				1						0;102;3138;1	2;1;30438;350							
30668	1	N﹏g c蕄 Thi誹 L﹎ V?T玭g C鰑 Ch﹗ Gi韎 Ch?九州之月华水佩+350个金纹虎符升级为耀阳之云虎令牌				1						0;102;3139;1	2;1;30438;350							
30669	1	N﹏g c蕄 Thi誹 L﹎ V?T玭g C鰑 Ch﹗ Gi韎 Ch?九州之翡翠木带+350个金纹虎符升级为耀阳之紫蛟玉佩				1						0;102;3140;1	2;1;30438;350							
30670	1	N﹏g c蕄 Л阯g M玭 C鰑 Ch﹗ Gi韎 Ch?九州之翡翠木带+350个金纹虎符升级为耀阳之紫蛟玉佩				1						0;102;3141;1	2;1;30438;350							
30671	1	N﹏g c蕄 Л阯g M玭 C鰑 Ch﹗ Gi韎 Ch?九州之玄石金玉+350个金纹虎符升级为耀阳之乌麟宝戒				1						0;102;3142;1	2;1;30438;350							
30672	1	N﹏g c蕄 Nga Mi Ph藅 Gia C鰑 Ch﹗ Gi韎 Ch?九州之凝玉土环+350个金纹虎符升级为耀阳之碧龟项链				1						0;102;3143;1	2;1;30438;350							
30673	1	N﹏g c蕄 Nga Mi Ph藅 Gia C鰑 Ch﹗ Gi韎 Ch?九州之月华水佩+350个金纹虎符升级为耀阳之云虎令牌				1						0;102;3144;1	2;1;30438;350							
30674	1	N﹏g c蕄 Nga Mi T鬰 Gia C鰑 Ch﹗ Gi韎 Ch?九州之翡翠木带+350个金纹虎符升级为耀阳之紫蛟玉佩				1						0;102;3145;1	2;1;30438;350							
30675	1	N﹏g c蕄 Nga Mi T鬰 Gia C鰑 Ch﹗ Gi韎 Ch?九州之月华水佩+350个金纹虎符升级为耀阳之云虎令牌				1						0;102;3146;1	2;1;30438;350							
30676	1	N﹏g c蕄 C竔 Bang T躰h Y C鰑 Ch﹗ Gi韎 Ch?九州之凝玉土环+350个金纹虎符升级为耀阳之碧龟项链				1						0;102;3147;1	2;1;30438;350							
30677	1	N﹏g c蕄 C竔 Bang T躰h Y C鰑 Ch﹗ Gi韎 Ch?九州之玄石金玉+350个金纹虎符升级为耀阳之乌麟宝戒				1						0;102;3148;1	2;1;30438;350							
30678	1	N﹏g c蕄 C竔 Bang ?Y C鰑 Ch﹗ Gi韎 Ch?九州之翡翠木带+350个金纹虎符升级为耀阳之紫蛟玉佩				1						0;102;3149;1	2;1;30438;350							
30679	1	N﹏g c蕄 C竔 Bang ?Y C鰑 Ch﹗ Gi韎 Ch?九州之九幽火戒+350个金纹虎符升级为耀阳之赤雀指环				1						0;102;3150;1	2;1;30438;350							
30680	1	N﹏g c蕄 V?ng Чo Gia C鰑 Ch﹗ Gi韎 Ch?九州之月华水佩+350个金纹虎符升级为耀阳之云虎令牌				1						0;102;3151;1	2;1;30438;350							
